Price,Close,High,Low,Open,Volume
Ticker,CEP,CEP,CEP,CEP,CEP
Date,,,,,
2024-08-13,10.010000228881836,10.029999732971191,10.0,10.010000228881836,3862600
2024-08-14,10.010000228881836,10.029999732971191,10.010000228881836,10.010000228881836,1266500
2024-08-15,9.989999771118164,10.020000457763672,9.989999771118164,10.020000457763672,743100
2024-08-16,10.0,10.010000228881836,9.989999771118164,9.989999771118164,160800
2024-08-19,9.989999771118164,10.010000228881836,9.989999771118164,10.010000228881836,19000
2024-08-20,10.0,10.0,10.0,10.0,105500
2024-08-21,10.020000457763672,10.029999732971191,10.015000343322754,10.029999732971191,11600
2024-08-22,10.032999992370605,10.03499984741211,10.020000457763672,10.029999732971191,8600
2024-08-23,10.020000457763672,10.020000457763672,10.020000457763672,10.020000457763672,110000
2024-08-26,10.01099967956543,10.024999618530273,10.0,10.024999618530273,19400
2024-08-27,10.010000228881836,10.010000228881836,10.005000114440918,10.010000228881836,5500
2024-08-28,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,3000
2024-08-29,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,7600
2024-08-30,10.020000457763672,10.020000457763672,10.010000228881836,10.020000457763672,300
2024-09-03,10.020000457763672,10.050000190734863,10.0,10.010000228881836,161200
2024-09-04,10.020000457763672,10.020000457763672,10.020000457763672,10.020000457763672,0
2024-09-05,10.010000228881836,10.010000228881836,10.0,10.0,50200
2024-09-06,10.010000228881836,10.010000228881836,9.989999771118164,10.0,266900
2024-09-09,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,2300
2024-09-10,10.0,10.0,10.0,10.0,100
2024-09-11,10.005000114440918,10.010000228881836,10.0,10.0,208500
2024-09-12,10.0,10.0,10.0,10.0,10000
2024-09-13,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,5000
2024-09-16,10.010000228881836,10.010000228881836,10.0,10.0,55400
2024-09-17,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,0
2024-09-18,10.0,10.013999938964844,10.0,10.010000228881836,98500
2024-09-19,10.020000457763672,10.020000457763672,10.0,10.0,183000
2024-09-20,10.020000457763672,10.020000457763672,10.010000228881836,10.010000228881836,8100
2024-09-23,10.020000457763672,10.020000457763672,10.020000457763672,10.020000457763672,0
2024-09-24,10.050000190734863,10.050000190734863,10.050000190734863,10.050000190734863,4100
2024-09-25,10.029999732971191,10.039999961853027,10.010000228881836,10.015000343322754,24800
2024-09-26,10.029999732971191,10.029999732971191,10.029999732971191,10.029999732971191,1700
2024-09-27,10.029999732971191,10.029999732971191,10.029999732971191,10.029999732971191,0
2024-09-30,10.029999732971191,10.029999732971191,10.029999732971191,10.029999732971191,900
2024-10-01,10.029999732971191,10.029999732971191,10.029999732971191,10.029999732971191,100
2024-10-02,10.029999732971191,10.029999732971191,10.029999732971191,10.029999732971191,0
2024-10-03,10.039999961853027,10.039999961853027,10.029999732971191,10.039999961853027,83300
2024-10-04,10.050000190734863,10.069999694824219,10.020000457763672,10.029999732971191,11000
2024-10-07,10.050000190734863,10.050000190734863,10.050000190734863,10.050000190734863,3200
2024-10-08,10.050000190734863,10.050000190734863,10.050000190734863,10.050000190734863,3600
2024-10-09,10.029999732971191,10.039999961853027,10.029999732971191,10.039999961853027,11000
2024-10-10,10.029999732971191,10.029999732971191,10.029999732971191,10.029999732971191,1400
2024-10-11,10.029999732971191,10.029999732971191,10.029999732971191,10.029999732971191,2200
2024-10-14,10.031999588012695,10.031999588012695,10.031999588012695,10.031999588012695,600
2024-10-15,10.039999961853027,10.039999961853027,10.039999961853027,10.039999961853027,25900
2024-10-16,10.050000190734863,10.050000190734863,10.039999961853027,10.039999961853027,3900
2024-10-17,10.029999732971191,10.055000305175781,10.029999732971191,10.055000305175781,23100
2024-10-18,10.039999961853027,10.039999961853027,10.039999961853027,10.039999961853027,25300
2024-10-21,10.069999694824219,10.069999694824219,10.050000190734863,10.050000190734863,1000
2024-10-22,10.0600004196167,10.0600004196167,10.0600004196167,10.0600004196167,200
2024-10-23,10.050000190734863,10.050000190734863,10.050000190734863,10.050000190734863,12300
2024-10-24,10.050000190734863,10.050000190734863,10.050000190734863,10.050000190734863,100
2024-10-25,10.100000381469727,10.100000381469727,10.050000190734863,10.079999923706055,1400
2024-10-28,10.0600004196167,10.0600004196167,10.0600004196167,10.0600004196167,300
2024-10-29,10.0600004196167,10.0600004196167,10.0600004196167,10.0600004196167,200
2024-10-30,10.069999694824219,10.069999694824219,10.0600004196167,10.0600004196167,5000
2024-10-31,10.069999694824219,10.069999694824219,10.069999694824219,10.069999694824219,0
2024-11-01,10.0600004196167,10.0600004196167,10.0600004196167,10.0600004196167,4400
2024-11-04,10.069999694824219,10.069999694824219,10.0600004196167,10.0600004196167,250200
2024-11-05,10.069999694824219,10.069999694824219,10.069999694824219,10.069999694824219,0
2024-11-06,10.069999694824219,10.069999694824219,10.069999694824219,10.069999694824219,300
2024-11-07,10.079000473022461,10.09000015258789,10.079000473022461,10.09000015258789,400
2024-11-08,10.109999656677246,10.119999885559082,10.079999923706055,10.079999923706055,58700
2024-11-11,10.130000114440918,10.135000228881836,10.119999885559082,10.130000114440918,126900
2024-11-12,10.149999618530273,10.170000076293945,10.125,10.125,177600
2024-11-13,10.170000076293945,10.180000305175781,10.149999618530273,10.170000076293945,3700
2024-11-14,10.25,10.279999732971191,10.170999526977539,10.180000305175781,956500
2024-11-15,10.25,10.270000457763672,10.239999771118164,10.270000457763672,6700
2024-11-18,10.270000457763672,10.279999732971191,10.270000457763672,10.279999732971191,1900
